Paper_ID,Observation_ID ,Author,Year,Title,Journal,DOI,URL,Language,Database,Latitude,Longitude,Country,Taxa_level,Order,Family,Genus ,Binomial,Life_history_stage,Experimental_year_start,Experimental_year_end,Biodiversity_metric,Unit,IUCN_threat_category_1,IUCN_threat_category_2,IUCN_threat_category_3,Treatment,Treatment_quantity,Treatment_quantity_unit,Control,Control_quantity,Control_quantity_unit,Extracted_from,Evidence_type,Effect_size,Effect_size_type,Sample_variance,Sample_variance_type,Aggregated,Contributor_name,Search_date,Notes
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Helodidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,0.827092333,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Curculionidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,0.351472965,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Carabidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,0.088180631,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Staphylinidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,0.265253382,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Histeridae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,-0.006467001,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Scarabaeidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,-1.716654817,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Chrysomelidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,1.047565656,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Bruchidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,0.881580518,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Curculionidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,-2.191112797,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Carabidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,-1.091898642,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Staphylinidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,-0.917488693,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Histeridae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,-1.421004575,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Cantharidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,-0.646213405,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Elateridae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,-0.598769318,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,,,2010,,,,,,,45.383333,127.533333,China,,Coleoptera,Dermestidae,NA,,,2008,2009,Abundance,Individuals/m2,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CO(NH2)2,10.08602142,kg/ha/yr,No N addition,0,kg/ha/yr,Appendix 1,,0.180465168,LogRR,0.054546819,,,Joe,,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Sugai_et_al_2020,,,2020,,,,,,,43.07790848,141.3399385,Japan,,Coleoptera,Chrysomelidae,Pyrrhalta,,,2017,2017,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,(NH4)2SO4,5.836544037,kg/ha/yr,No N addition,0,kg/ha/yr,Figure 4a,,0.353071435,LogRR,0.550564541,,,Joe,,N was sprayed onto foliage of trees; sampled on 11 August
Lee_et_al_2017,,,2017,,,,,,,43.666667,141.6,Japan,,Coleoptera,NA,NA,,,2013,2013,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,NH4,5.836544037,kg/ha/yr,No N addition,0,kg/ha/yr,Supplementary material with raw data. Mean abundance calculated by Individuals/#trees ,,-1.885686182,LogRR,0.01529568,,,Joe,,
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Aleochara,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,0.162257177,LogRR,1.37997924,,,Joe,,"SiteT, Open, Year1, Aleocharinae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Oxypodini,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.881343627,LogRR,1.509950487,,,Joe,,"SiteT, Open, Year1, Aleocharinae sp. 2"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Oxypodini,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-2.286808735,LogRR,1.509950487,,,Joe,,"SiteT, Open, Year1, Aleocharinae sp. 4"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Exeirarthra,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.188196446,LogRR,1.509950487,,,Joe,,"SiteT, Open, Year1, Pselaphinae sp. 4"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Adrastia,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,1.605399383,LogRR,0.549463709,,,Joe,,"SiteT, Open, Year1, Scydmaeninae sp 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Philonthus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,0.994474901,LogRR,0.311011523,,,Joe,,"SiteT, Open, Year1, Staphylinidae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Philonthus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,2.06925176,LogRR,2.175555556,,,Joe,,"SiteT, Open, Year1, Staphylinidae sp. 2"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Philonthus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,3.13594013,LogRR,1.506253833,,,Joe,,"SiteT, Open, Year1, Staphylinidae sp. 3"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Chrysomelidae,NA,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,1.190029981,LogRR,1.506253833,,,Joe,,"SiteT, Open, Year1, Chrysomelidae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Curculionidae,Peristoreus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-0.739283282,LogRR,0.369976147,,,Joe,,"SiteT, Open, Year1, Curculionidae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Curculionidae,NA,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.603565849,LogRR,0.553160363,,,Joe,,"SiteT, Open, Year1, Curculionidae sp. 2"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Curculionidae,Phrynixus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.188196446,LogRR,1.509950487,,,Joe,,"SiteT, Open, Year1, Curculionidae sp. 3"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Carabidae,NA,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-0.007922977,LogRR,0.299162915,,,Joe,,"SiteT, Open, Year1, Carabidae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Carabidae,Oopterus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-0.206059596,LogRR,0.133754849,,,Joe,,"SiteT, Open, Year1, Carabidae sp. 2"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Carabidae,Ctenognathus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-0.112632138,LogRR,0.291923499,,,Joe,,"SiteT, Open, Year1, Carabidae sp. 3"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Carabidae,Holcaspis,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,0.250201214,LogRR,0.464391139,,,Joe,,"SiteT, Open, Year1, Carabidae sp. 4"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Carabidae,Megadromus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.188196446,LogRR,1.509950487,,,Joe,,"SiteT, Open, Year1, Carabidae sp. 6"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Carabidae,Taenarthrus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.188196446,LogRR,1.509950487,,,Joe,,"SiteT, Open, Year1, Carabidae sp. 8"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Carabidae,Notagonum,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.188196446,LogRR,1.509950487,,,Joe,,"SiteT, Open, Year1, Carabidae sp. 10"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Tenebrionidae,Zeadelium,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,0.128000569,LogRR,0.419344612,,,Joe,,"SiteT, Open, Year1, Tenebrionidae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Tenebrionidae,Zeadelium,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,0.025204789,LogRR,0.158033435,,,Joe,,"SiteT, Open, Year1, Tenebrionidae sp. 2"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Tenebrionidae,Cerodolus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-2.286808735,LogRR,1.509950487,,,Joe,,"SiteT, Open, Year1, Tenebrionidae sp. 3"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Leiodidae,Pseudonemadus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.298326801,LogRR,1.949135802,,,Joe,,"SiteT, Open, Year1, Leiodidae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Leiodidae,Inocatops,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.188196446,LogRR,1.509950487,,,Joe,,"SiteT, Open, Year1, Leiodidae sp. 2"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Scirtidae,Mesocyphon,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-0.600554588,LogRR,1.006782504,,,Joe,,"SiteT, Open, Year1, Scirtidae sp 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Latridiidae ,Melanophthalma,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,1.190029981,LogRR,1.506253833,,,Joe,,"SiteT, Open, Year1, Latridiidae sp. 2"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Melandryidae ,Hylobia,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.188196446,LogRR,1.509950487,,,Joe,,"SiteT, Open, Year1, Melandryidae sp 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Melandryidae ,Hylobia,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,1.190029981,LogRR,1.506253833,,,Joe,,"SiteT, Open, Year1, Melandryidae sp 2"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Hydrophilidae,Cyloma,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-0.709298917,LogRR,0.26112134,,,Joe,,"SiteT, Open, Year1, Hydrophilidae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Aleochara,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,2.528513112,LogRR,0.791509838,,,Joe,,"SiteT, OTC, Year1, Aleocharinae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Oxypodini,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-2.039895155,LogRR,0.644228799,,,Joe,,"SiteT, OTC, Year1, Aleocharinae sp. 2"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Eupines,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,0,LogRR,3,,,Joe,,"SiteT, OTC, Year1, Pselaphinae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Euplectopsis,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.188196446,LogRR,1.509950487,,,Joe,,"SiteT, OTC, Year1, Pselaphinae sp. 3"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Euplectopsis,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.188196446,LogRR,1.509950487,,,Joe,,"SiteT, OTC, Year1, Pselaphinae sp. 5"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Adrastia,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-0.776353944,LogRR,0.736226614,,,Joe,,"SiteT, OTC, Year1, Scydmaeninae sp 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,NA,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,0.158551528,LogRR,2.134278312,,,Joe,,"SiteT, OTC, Year1, Scydmaeninae sp 2"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Philonthus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,0.710199583,LogRR,0.321582473,,,Joe,,"SiteT, OTC, Year1, Staphylinidae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,Philonthus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,0.802401843,LogRR,1.172237654,,,Joe,,"SiteT, OTC, Year1, Staphylinidae sp. 2"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Staphylinidae,NA,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,0.613798441,LogRR,2.253472222,,,Joe,,"SiteT, OTC, Year1, Staphylinidae sp. 4"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Chrysomelidae,NA,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,1.190029981,LogRR,1.506253833,,,Joe,,"SiteT, OTC, Year1, Chrysomelidae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Curculionidae,Peristoreus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-0.955098367,LogRR,1.13037723,,,Joe,,"SiteT, OTC, Year1, Curculionidae sp. 1"
Paler_et_al_2021,,,2021,,,,,,,-45.28,167.6383,New_Zealand,,Coleoptera,Curculionidae,Etheophanus,,,2012,2012,Abundance,Individuals,9 Pollution,9.3 Agricultural & forestry effluents,9.3.1 Nutrient loads,CAN,1.140863538,kg/ha/yr,No N addition,0,kg/ha/yr,Raw,,-1.188196446,LogRR,1.509950487,,,Joe,,"SiteT, OTC, Year1, Curculionidae sp. 4"
